,global,local,fusion
62,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.38447607 0.69829625 0.31842542 ... 0.34863475 0.58938205 0.7026196 ]
 [0.34392163 0.76004994 0.25327662 ... 0.30910236 0.6208715  0.76963115]
 [0.34344083 0.7581969  0.255608   ... 0.31114033 0.62069094 0.76685995]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.57587904 0.55728245 0.50083566 ... 0.49235544 0.6290494  0.5514481 ]
 [0.61480796 0.5916324  0.43715557 ... 0.5037611  0.7071251  0.6039998 ]
 [0.6104194  0.5919885  0.44830596 ... 0.500894   0.70111954 0.59824663]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.6820117  0.35475063 0.45181096 ... 0.5453124  0.7455768  0.5786993 ]
 [0.74768305 0.29330227 0.41741133 ... 0.5693807  0.8285021  0.56944335]
 [0.7436716  0.300711   0.42363584 ... 0.5699849  0.82674974 0.5714776 ]]"
63,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.3875072  0.7102675  0.31168228 ... 0.37614048 0.6108294  0.7097592 ]
 [0.3883667  0.7161058  0.30346498 ... 0.3808374  0.6211855  0.7227979 ]
 [0.35477933 0.7343808  0.2817946  ... 0.32512257 0.61776423 0.7391926 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5869134  0.56625247 0.4786952  ... 0.49026245 0.65471905 0.5733265 ]
 [0.5881314  0.56995493 0.49214104 ... 0.49219596 0.66828316 0.57137835]
 [0.60514516 0.5724791  0.47890586 ... 0.506034   0.66891557 0.5636013 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.6921087  0.36829364 0.43994957 ... 0.5632544  0.75164473 0.5523914 ]
 [0.69823694 0.37721315 0.4130076  ... 0.56102437 0.7635417  0.5500993 ]
 [0.718561   0.3180574  0.4295741  ... 0.5386386  0.7958721  0.5540621 ]]"
64,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.3971326  0.68720603 0.3254285  ... 0.4074218  0.6028652  0.6889266 ]
 [0.41569707 0.66226274 0.35215297 ... 0.42162454 0.58973455 0.6566356 ]
 [0.39520675 0.6840689  0.3266648  ... 0.40712047 0.59790635 0.6866834 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5967856  0.55175734 0.50272954 ... 0.5051095  0.6466435  0.5607782 ]
 [0.5826949  0.5486276  0.49931002 ... 0.50961065 0.6513969  0.5658594 ]
 [0.58702654 0.5396527  0.51166147 ... 0.50710845 0.6391735  0.5593432 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.6887837  0.38509387 0.43054226 ... 0.54614663 0.7396744  0.5438963 ]
 [0.6836473  0.40783992 0.43339607 ... 0.5611561  0.72207695 0.5214281 ]
 [0.67268336 0.39630812 0.43735152 ... 0.5471902  0.7301975  0.55903286]]"
65,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.3662032  0.7278922  0.28114098 ... 0.32910284 0.6182258  0.7367323 ]
 [0.39885417 0.7101437  0.30662656 ... 0.40129742 0.62647086 0.7139017 ]
 [0.38578725 0.71162456 0.30494276 ... 0.38037714 0.6203605  0.71425724]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5915751  0.561818   0.47474402 ... 0.51324105 0.6801476  0.5684656 ]
 [0.5998671  0.5704397  0.4808669  ... 0.49979863 0.6682759  0.56722945]
 [0.600388   0.5629075  0.4890374  ... 0.49536395 0.65906954 0.5653292 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.72468156 0.33378017 0.4341775  ... 0.5560799  0.7903698  0.56407225]
 [0.6956424  0.3794271  0.42211437 ... 0.56220347 0.7636226  0.53392184]
 [0.7027751  0.36117783 0.436315   ... 0.5544877  0.7669848  0.5445604 ]]"
66,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.39433467 0.70780885 0.3061889  ... 0.39453775 0.62136775 0.7165329 ]
 [0.38827398 0.6984887  0.31533358 ... 0.37379196 0.6092117  0.699785  ]
 [0.384049   0.73411804 0.27796078 ... 0.39193425 0.6419187  0.7417927 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.6045932  0.56360584 0.4851916  ... 0.49521118 0.6750768  0.5631652 ]
 [0.5783349  0.54655993 0.48717615 ... 0.49380556 0.6366007  0.55950624]
 [0.5989869  0.5600509  0.46328607 ... 0.49453738 0.6698357  0.57018054]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.70259506 0.37321696 0.42459905 ... 0.55890125 0.7648699  0.53155315]
 [0.68660706 0.36739025 0.4442969  ... 0.55410683 0.7448222  0.5524761 ]
 [0.69745046 0.37030122 0.4302717  ... 0.56633514 0.7718859  0.5300886 ]]"
67,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.3710192  0.7374696  0.28768334 ... 0.37901676 0.62876254 0.7408543 ]
 [0.38065708 0.7158829  0.305957   ... 0.3915435  0.6152734  0.71860945]
 [0.36467624 0.73192525 0.28398496 ... 0.3328231  0.6152603  0.73823667]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5797212  0.55520815 0.48263675 ... 0.4899874  0.63397896 0.55923426]
 [0.5783015  0.54302436 0.5073092  ... 0.49608448 0.6318986  0.55659026]
 [0.58769375 0.56986326 0.47976288 ... 0.49338552 0.6692681  0.5753539 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.68292075 0.36118206 0.45563993 ... 0.54960966 0.75268435 0.5582439 ]
 [0.6825123  0.38071144 0.46219078 ... 0.5468124  0.7385393  0.56830674]
 [0.7180856  0.32653886 0.43793944 ... 0.55057347 0.7852312  0.5768728 ]]"
68,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.45043278 0.6084344  0.40094867 ... 0.4563986  0.56111366 0.6090365 ]
 [0.45160508 0.60888356 0.40053782 ... 0.45784485 0.5610532  0.608834  ]
 [0.38945237 0.6979292  0.31731206 ... 0.3510333  0.58836794 0.6979716 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.59924614 0.5547931  0.5194286  ... 0.49882793 0.6516291  0.56246305]
 [0.5898725  0.55424345 0.52560675 ... 0.5016599  0.6373133  0.5559998 ]
 [0.58664924 0.55657655 0.50474566 ... 0.50060904 0.6367586  0.5519578 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.6738372  0.42825267 0.42105317 ... 0.53494704 0.6885663  0.50879085]
 [0.6627685  0.43151835 0.4296549  ... 0.5395994  0.68560594 0.51829356]
 [0.6831419  0.3525761  0.4475791  ... 0.5406012  0.7536755  0.5823581 ]]"
69,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.39258248 0.6887435  0.3274454  ... 0.3565591  0.58847964 0.69597095]
 [0.38463154 0.72466403 0.2869142  ... 0.39524958 0.6348985  0.73074424]
 [0.42744866 0.6417235  0.37656537 ... 0.4330259  0.5779137  0.64288145]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5838945  0.5578672  0.4768451  ... 0.49459183 0.6586179  0.57909834]
 [0.5972597  0.5739908  0.48747987 ... 0.4984552  0.66572183 0.5572011 ]
 [0.5906392  0.5773051  0.48401973 ... 0.5097439  0.678693   0.567906  ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.7095075  0.36618128 0.4278587  ... 0.55845696 0.7544276  0.56464154]
 [0.69688785 0.3622566  0.4337815  ... 0.56064814 0.772139   0.54566616]
 [0.70419544 0.39716065 0.41584054 ... 0.5585215  0.7271614  0.49282765]]"
70,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.3468708  0.75202674 0.26410297 ... 0.31721836 0.619402   0.75518656]
 [0.37348434 0.72042984 0.27927864 ... 0.3935974  0.6230811  0.7305997 ]
 [0.3557173  0.7417591  0.2696425  ... 0.37214234 0.6362031  0.74843276]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5914768  0.5830887  0.4611645  ... 0.5035914  0.6833331  0.592406  ]
 [0.59986573 0.5465901  0.51005167 ... 0.5004392  0.6577539  0.56336945]
 [0.5921969  0.5645499  0.46803913 ... 0.5006468  0.678165   0.5753628 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.71443766 0.32034576 0.4333517  ... 0.56524736 0.80544305 0.57291156]
 [0.70592797 0.38085282 0.40909335 ... 0.54542077 0.77264696 0.5566779 ]
 [0.7101507  0.35636914 0.41579515 ... 0.5616323  0.7875698  0.54209113]]"
71,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.38553458 0.69806445 0.3233754  ... 0.35196275 0.5889128  0.70787466]
 [0.39617643 0.69557196 0.32007167 ... 0.3805123  0.59807944 0.7048861 ]
 [0.3835512  0.7139626  0.30116504 ... 0.3662424  0.6126434  0.72595567]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.57299405 0.54076284 0.4899667  ... 0.48478746 0.62021804 0.56146187]
 [0.5709896  0.53844136 0.5080165  ... 0.49365386 0.6293932  0.5618796 ]
 [0.5770709  0.56042105 0.45959157 ... 0.487914   0.6660891  0.5739656 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.6787213  0.35812902 0.46195084 ... 0.5457557  0.730006   0.59213996]
 [0.67016023 0.39505547 0.44412312 ... 0.54692703 0.7300052  0.5963915 ]
 [0.7029938  0.35657305 0.4334507  ... 0.5611286  0.7527038  0.5587651 ]]"
72,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.3809666  0.7181542  0.3005775  ... 0.3811804  0.6194221  0.7249177 ]
 [0.4022532  0.6720616  0.33553258 ... 0.39348269 0.58390254 0.67711097]
 [0.36895669 0.73640245 0.28892553 ... 0.33723816 0.6171892  0.7414202 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.58127755 0.565341   0.47906822 ... 0.48926437 0.665275   0.56994194]
 [0.5768019  0.5315331  0.49144292 ... 0.48518994 0.61715025 0.559474  ]
 [0.5896337  0.5675073  0.4724337  ... 0.49517506 0.6663173  0.5788249 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.69740856 0.37419787 0.4287739  ... 0.55991817 0.7557799  0.5526094 ]
 [0.6666826  0.39644387 0.44064766 ... 0.54267967 0.70659906 0.5777551 ]
 [0.7104495  0.33852652 0.43254474 ... 0.55324113 0.7758457  0.5702673 ]]"
73,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.386045   0.71566296 0.3030353  ... 0.39046443 0.62294424 0.71593904]
 [0.38563475 0.71814865 0.30451432 ... 0.377593   0.61858094 0.7162835 ]
 [0.38565242 0.7187282  0.30396843 ... 0.3789519  0.62158513 0.71910906]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.59312385 0.56085616 0.48398444 ... 0.4830371  0.66049135 0.56595695]
 [0.5902004  0.5611676  0.47687507 ... 0.4901324  0.6648272  0.5739066 ]
 [0.58997893 0.5621239  0.47959492 ... 0.4875584  0.6630011  0.5664617 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.69034374 0.37343666 0.43537703 ... 0.568714   0.75687224 0.53985816]
 [0.69687086 0.36671475 0.43515116 ... 0.5661614  0.7649516  0.55242664]
 [0.6931972  0.3624924  0.4368194  ... 0.56507003 0.7620421  0.5475681 ]]"
74,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.3522123  0.7408406  0.27115554 ... 0.3230786  0.6234998  0.74978584]
 [0.38388136 0.7150801  0.30285773 ... 0.36597544 0.61482173 0.717622  ]
 [0.4186925  0.65779245 0.35957712 ... 0.412206   0.58650166 0.66514   ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.60014474 0.5571958  0.47990227 ... 0.50720537 0.67592365 0.5687429 ]
 [0.57936305 0.55425614 0.4766308  ... 0.49692613 0.6476414  0.57514834]
 [0.6005754  0.5677351  0.49756113 ... 0.5007027  0.66149235 0.56781435]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.7359572  0.32246143 0.4249145  ... 0.54866886 0.8056288  0.5674417 ]
 [0.69120806 0.3646511  0.43607304 ... 0.56561494 0.7579273  0.5567107 ]
 [0.69870704 0.39165434 0.4195369  ... 0.5580665  0.7386981  0.5138611 ]]"
75,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.37922016 0.7261441  0.29800475 ... 0.36156514 0.6182447  0.72774667]
 [0.38653123 0.70235646 0.3136883  ... 0.39144608 0.6142342  0.70622265]
 [0.42221195 0.63795877 0.36964792 ... 0.41647494 0.57144415 0.6385556 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5855806  0.56330764 0.47631845 ... 0.4983096  0.6688327  0.5779635 ]
 [0.5763937  0.55655974 0.49098796 ... 0.49126422 0.64528894 0.5585464 ]
 [0.5844644  0.534183   0.5048885  ... 0.51884174 0.65019214 0.5865335 ]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.70710516 0.35270706 0.43159232 ... 0.5626927  0.7751544  0.554321  ]
 [0.6848514  0.38336265 0.4328339  ... 0.5523058  0.7456214  0.5559239 ]
 [0.69255996 0.4087381  0.43605337 ... 0.55788916 0.71227777 0.5351501 ]]"
76,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.39186388 0.7077107  0.30622903 ... 0.37951896 0.60939103 0.7145116 ]
 [0.38334134 0.70256346 0.320202   ... 0.3562663  0.59570473 0.699781  ]
 [0.3952747  0.70654565 0.30712143 ... 0.3904635  0.61612236 0.712106  ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.58232546 0.55099547 0.49584064 ... 0.48982552 0.6278509  0.54836774]
 [0.5748004  0.5569551  0.49265707 ... 0.48739296 0.6249324  0.55887055]
 [0.58919406 0.5654359  0.49390617 ... 0.50080484 0.6621052  0.56412303]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.67528135 0.370534   0.44661036 ... 0.53590965 0.74081844 0.57506365]
 [0.6790894  0.3568781  0.45185643 ... 0.55518544 0.74529254 0.5811989 ]
 [0.6914541  0.3764618  0.42560595 ... 0.5522463  0.75851387 0.546006  ]]"
77,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.4101014  0.6915805  0.32129717 ... 0.42450157 0.61621284 0.7009889 ]
 [0.36338356 0.7415983  0.27834043 ... 0.36653194 0.6286748  0.74834996]
 [0.39041796 0.7069404  0.31760502 ... 0.38348243 0.6058259  0.7109713 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5995024  0.5689615  0.47579864 ... 0.5026605  0.675783   0.5671405 ]
 [0.5766113  0.5561248  0.4769079  ... 0.48137212 0.64332116 0.56409234]
 [0.579727   0.55177736 0.5005753  ... 0.49826163 0.6344769  0.55388147]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.7001983  0.3855262  0.42344114 ... 0.5616057  0.7532305  0.5086422 ]
 [0.6902834  0.35762566 0.4614841  ... 0.5484714  0.7509741  0.579732  ]
 [0.6848342  0.37350237 0.45441273 ... 0.5473253  0.7334917  0.5717448 ]]"
78,"[[0.40991613 0.6617882  0.35170263 ... 0.41581637 0.5872738  0.6567232 ]
 [0.38600674 0.7184142  0.29992375 ... 0.37905213 0.6198574  0.7218431 ]
 [0.40609664 0.67582613 0.34435436 ... 0.4086562  0.5976381  0.67763275]
 ...
 [0.40155548 0.6976062  0.31662163 ... 0.40883726 0.6119186  0.70857567]
 [0.40194967 0.69417536 0.32294592 ... 0.39113885 0.60739714 0.7032561 ]
 [0.34729838 0.75121695 0.26359147 ... 0.3047838  0.62344784 0.7623271 ]]","[[0.5923831  0.5496313  0.49702254 ... 0.5129105  0.6440129  0.56687975]
 [0.58664453 0.56009966 0.47470838 ... 0.48463538 0.6621748  0.57278746]
 [0.59656245 0.5684322  0.49639624 ... 0.5200982  0.6483692  0.561929  ]
 ...
 [0.5965633  0.56784713 0.4789346  ... 0.5070071  0.6593574  0.5642917 ]
 [0.6025545  0.569046   0.48563564 ... 0.49903217 0.65803957 0.5576256 ]
 [0.603185   0.5637063  0.47288364 ... 0.5122562  0.67990327 0.57766926]]","[[0.68030673 0.39394704 0.4337672  ... 0.5531677  0.72450954 0.5317767 ]
 [0.69436616 0.36550033 0.4319722  ... 0.5664643  0.76024437 0.55408823]
 [0.6918194  0.38220242 0.42360058 ... 0.5466215  0.741345   0.52251107]
 ...
 [0.69227284 0.37814745 0.42049417 ... 0.55202293 0.7549835  0.52597183]
 [0.7001408  0.3717631  0.4256073  ... 0.55138874 0.7551793  0.54230267]
 [0.7372139  0.30557582 0.42871124 ... 0.5547522  0.8170984  0.58634084]]"
